AttendanceID,MemberID,MatchID,Attended,TicketsUsed,CheckInTime
ATT07463,MEM0415,M011,Yes,1,18:00
ATT07464,MEM0415,M012,Yes,1,18:00
ATT07465,MEM0415,M013,Yes,2,18:15
ATT07466,MEM0415,M014,Yes,2,19:25
ATT07467,MEM0415,M015,Yes,1,20:35
ATT07468,MEM0415,M016,No,0,
ATT07469,MEM0415,M017,Yes,1,19:25
ATT07470,MEM0415,M018,Yes,2,18:50
ATT07471,MEM0416,M001,Yes,1,20:40
ATT07472,MEM0416,M002,No,0,
ATT07473,MEM0416,M003,Yes,1,19:05
ATT07474,MEM0416,M004,Yes,1,19:50
ATT07475,MEM0416,M005,No,0,
ATT07476,MEM0416,M006,Yes,1,19:35
ATT07477,MEM0416,M007,Yes,1,18:00
ATT07478,MEM0416,M008,Yes,1,19:20
ATT07479,MEM0416,M009,Yes,1,20:55
ATT07480,MEM0416,M010,No,0,
ATT07481,MEM0416,M011,Yes,1,19:45
ATT07482,MEM0416,M012,No,0,
ATT07483,MEM0416,M013,Yes,1,19:35
ATT07484,MEM0416,M014,No,0,
ATT07485,MEM0416,M015,No,0,
ATT07486,MEM0416,M016,Yes,1,18:50
ATT07487,MEM0416,M017,Yes,1,19:45
ATT07488,MEM0416,M018,Yes,1,19:10
ATT07489,MEM0417,M001,Yes,2,18:40
ATT07490,MEM0417,M002,Yes,2,19:00
ATT07491,MEM0417,M003,Yes,1,19:15
ATT07492,MEM0417,M004,Yes,2,18:00
ATT07493,MEM0417,M005,No,0,
ATT07494,MEM0417,M006,Yes,2,18:50
ATT07495,MEM0417,M007,No,0,
ATT07496,MEM0417,M008,Yes,2,19:35
ATT07497,MEM0417,M009,Yes,1,20:55
ATT07498,MEM0417,M010,No,0,
ATT07499,MEM0417,M011,Yes,1,20:00
ATT07500,MEM0417,M012,Yes,1,20:50
ATT07501,MEM0417,M013,No,0,
ATT07502,MEM0417,M014,No,0,
ATT07503,MEM0417,M015,No,0,
ATT07504,MEM0417,M016,No,0,
ATT07505,MEM0417,M017,Yes,2,19:55
ATT07506,MEM0417,M018,Yes,2,18:00
ATT07507,MEM0418,M001,Yes,6,18:30
ATT07508,MEM0418,M002,No,0,
ATT07509,MEM0418,M003,Yes,8,19:05
ATT07510,MEM0418,M004,Yes,2,19:35
ATT07511,MEM0418,M005,Yes,2,20:20
ATT07512,MEM0418,M006,Yes,2,19:15
ATT07513,MEM0418,M007,No,0,
ATT07514,MEM0418,M008,No,0,
ATT07515,MEM0418,M009,No,0,
ATT07516,MEM0418,M010,No,0,
ATT07517,MEM0418,M011,No,0,
ATT07518,MEM0418,M012,No,0,
ATT07519,MEM0418,M013,No,0,
ATT07520,MEM0418,M014,No,0,
ATT07521,MEM0418,M015,No,0,
ATT07522,MEM0418,M016,No,0,
ATT07523,MEM0418,M017,No,0,
ATT07524,MEM0418,M018,Yes,2,19:25
ATT07525,MEM0419,M001,No,0,
ATT07526,MEM0419,M002,Yes,2,19:05
ATT07527,MEM0419,M003,Yes,2,18:35
ATT07528,MEM0419,M004,Yes,1,19:30
ATT07529,MEM0419,M005,Yes,2,18:30
ATT07530,MEM0419,M006,Yes,1,20:50
ATT07531,MEM0419,M007,No,0,
ATT07532,MEM0419,M008,Yes,1,18:45
ATT07533,MEM0419,M009,Yes,1,19:00
ATT07534,MEM0419,M010,No,0,
ATT07535,MEM0419,M011,Yes,1,18:25
ATT07536,MEM0419,M012,No,0,
ATT07537,MEM0419,M013,Yes,1,20:30
ATT07538,MEM0419,M014,Yes,4,20:15
ATT07539,MEM0419,M015,Yes,2,20:10
ATT07540,MEM0419,M016,Yes,4,18:05
ATT07541,MEM0419,M017,No,0,
ATT07542,MEM0419,M018,Yes,2,19:55
ATT07543,MEM0420,M001,Yes,2,19:15
ATT07544,MEM0420,M002,Yes,2,19:10
ATT07545,MEM0420,M003,Yes,2,18:40
ATT07546,MEM0420,M004,Yes,2,18:10
ATT07547,MEM0420,M005,Yes,2,19:15
ATT07548,MEM0420,M006,No,0,
ATT07549,MEM0420,M007,No,0,
ATT07550,MEM0420,M008,No,0,
ATT07551,MEM0420,M009,Yes,1,19:00
ATT07552,MEM0420,M010,No,0,
ATT07553,MEM0420,M011,Yes,1,19:50
ATT07554,MEM0420,M012,No,0,
ATT07555,MEM0420,M013,Yes,2,19:10
ATT07556,MEM0420,M014,Yes,2,20:55
ATT07557,MEM0420,M015,Yes,2,19:30
ATT07558,MEM0420,M016,Yes,1,18:20
ATT07559,MEM0420,M017,Yes,1,19:45
ATT07560,MEM0420,M018,Yes,1,19:20
ATT07561,MEM0421,M001,Yes,2,18:35
ATT07562,MEM0421,M002,Yes,1,19:25
ATT07563,MEM0421,M003,Yes,4,18:45
ATT07564,MEM0421,M004,Yes,1,18:20
ATT07565,MEM0421,M005,Yes,2,20:15
ATT07566,MEM0421,M006,Yes,1,18:30
ATT07567,MEM0421,M007,Yes,1,18:50
ATT07568,MEM0421,M008,No,0,
ATT07569,MEM0421,M009,Yes,1,19:50
ATT07570,MEM0421,M010,No,0,
ATT07571,MEM0421,M011,Yes,1,20:30
ATT07572,MEM0421,M012,No,0,
ATT07573,MEM0421,M013,No,0,
ATT07574,MEM0421,M014,Yes,2,18:50
ATT07575,MEM0421,M015,Yes,2,18:35
ATT07576,MEM0421,M016,No,0,
ATT07577,MEM0421,M017,Yes,1,19:45
ATT07578,MEM0421,M018,No,0,
ATT07579,MEM0422,M001,No,0,
ATT07580,MEM0422,M002,No,0,
ATT07581,MEM0422,M003,No,0,
ATT07582,MEM0422,M004,No,0,
ATT07583,MEM0422,M005,Yes,1,20:05
ATT07584,MEM0422,M006,No,0,
ATT07585,MEM0422,M007,No,0,
ATT07586,MEM0422,M008,No,0,
ATT07587,MEM0422,M009,Yes,1,20:20
ATT07588,MEM0422,M010,No,0,
ATT07589,MEM0422,M011,Yes,1,19:30
ATT07590,MEM0422,M012,Yes,2,19:55
ATT07591,MEM0422,M013,No,0,
ATT07592,MEM0422,M014,Yes,2,19:50
ATT07593,MEM0422,M015,No,0,
ATT07594,MEM0422,M016,Yes,1,18:00
ATT07595,MEM0422,M017,No,0,
ATT07596,MEM0422,M018,No,0,
ATT07597,MEM0423,M001,Yes,2,20:50
ATT07598,MEM0423,M002,Yes,2,18:40
ATT07599,MEM0423,M003,Yes,2,19:35
ATT07600,MEM0423,M004,No,0,
ATT07601,MEM0423,M005,Yes,2,18:15
ATT07602,MEM0423,M006,Yes,2,18:55
ATT07603,MEM0423,M007,Yes,1,19:30
ATT07604,MEM0423,M008,No,0,
ATT07605,MEM0423,M009,No,0,
ATT07606,MEM0423,M010,Yes,1,18:30
ATT07607,MEM0423,M011,Yes,2,18:50
ATT07608,MEM0423,M012,Yes,2,19:50
ATT07609,MEM0423,M013,No,0,
ATT07610,MEM0423,M014,Yes,2,18:25
ATT07611,MEM0423,M015,Yes,1,19:10
ATT07612,MEM0423,M016,Yes,1,18:40
ATT07613,MEM0423,M017,No,0,
ATT07614,MEM0423,M018,No,0,
ATT07615,MEM0424,M001,Yes,4,18:10
ATT07616,MEM0424,M002,No,0,
ATT07617,MEM0424,M003,Yes,4,18:10
ATT07618,MEM0424,M004,No,0,
ATT07619,MEM0424,M005,No,0,
ATT07620,MEM0424,M006,Yes,2,18:45
ATT07621,MEM0424,M007,No,0,
ATT07622,MEM0424,M008,No,0,
ATT07623,MEM0424,M009,No,0,
ATT07624,MEM0424,M010,Yes,4,19:30
ATT07625,MEM0424,M011,No,0,
ATT07626,MEM0424,M012,No,0,
ATT07627,MEM0424,M013,No,0,
ATT07628,MEM0424,M014,No,0,
ATT07629,MEM0424,M015,No,0,
ATT07630,MEM0424,M016,No,0,
ATT07631,MEM0424,M017,Yes,2,19:25
ATT07632,MEM0424,M018,No,0,
ATT07633,MEM0425,M001,Yes,1,19:50
ATT07634,MEM0425,M002,Yes,1,20:25
ATT07635,MEM0425,M003,Yes,1,18:45
ATT07636,MEM0425,M004,Yes,1,19:25
ATT07637,MEM0425,M005,No,0,
ATT07638,MEM0425,M006,Yes,1,19:30
ATT07639,MEM0425,M007,Yes,1,19:30
ATT07640,MEM0425,M008,No,0,
ATT07641,MEM0425,M009,Yes,1,18:20
ATT07642,MEM0425,M010,No,0,
ATT07643,MEM0425,M011,Yes,1,18:50
ATT07644,MEM0425,M012,No,0,
ATT07645,MEM0425,M013,Yes,1,19:50
ATT07646,MEM0425,M014,Yes,1,19:15
ATT07647,MEM0425,M015,Yes,1,19:20
ATT07648,MEM0425,M016,No,0,
ATT07649,MEM0425,M017,No,0,
ATT07650,MEM0425,M018,No,0,
ATT07651,MEM0426,M001,No,0,
ATT07652,MEM0426,M002,No,0,
ATT07653,MEM0426,M003,Yes,2,19:05
ATT07654,MEM0426,M004,No,0,
ATT07655,MEM0426,M005,No,0,
ATT07656,MEM0426,M006,Yes,1,19:20
ATT07657,MEM0426,M007,No,0,
ATT07658,MEM0426,M008,No,0,
ATT07659,MEM0426,M009,Yes,2,19:00
ATT07660,MEM0426,M010,Yes,1,19:45
ATT07661,MEM0426,M011,Yes,2,19:50
ATT07662,MEM0426,M012,No,0,
ATT07663,MEM0426,M013,No,0,
ATT07664,MEM0426,M014,No,0,
ATT07665,MEM0426,M015,Yes,2,18:20
ATT07666,MEM0426,M016,Yes,1,19:25
ATT07667,MEM0426,M017,Yes,2,19:10
ATT07668,MEM0426,M018,No,0,
ATT07669,MEM0427,M001,No,0,
ATT07670,MEM0427,M002,No,0,
ATT07671,MEM0427,M003,No,0,
ATT07672,MEM0427,M004,Yes,6,19:35
ATT07673,MEM0427,M005,Yes,2,19:25
ATT07674,MEM0427,M006,No,0,
ATT07675,MEM0427,M007,Yes,6,18:25
ATT07676,MEM0427,M008,No,0,
ATT07677,MEM0427,M009,Yes,6,19:40
ATT07678,MEM0427,M010,No,0,
ATT07679,MEM0427,M011,No,0,
ATT07680,MEM0427,M012,No,0,
ATT07681,MEM0427,M013,No,0,
ATT07682,MEM0427,M014,No,0,
ATT07683,MEM0427,M015,No,0,
ATT07684,MEM0427,M016,No,0,
ATT07685,MEM0427,M017,Yes,12,18:30
ATT07686,MEM0427,M018,No,0,
ATT07687,MEM0428,M001,Yes,4,18:00
ATT07688,MEM0428,M002,No,0,
ATT07689,MEM0428,M003,No,0,
ATT07690,MEM0428,M004,Yes,2,19:15
ATT07691,MEM0428,M005,No,0,
ATT07692,MEM0428,M006,Yes,4,18:40
ATT07693,MEM0428,M007,Yes,1,19:35
ATT07694,MEM0428,M008,No,0,
ATT07695,MEM0428,M009,Yes,2,19:40
ATT07696,MEM0428,M010,Yes,1,19:10
ATT07697,MEM0428,M011,Yes,1,19:10
ATT07698,MEM0428,M012,Yes,2,18:50
ATT07699,MEM0428,M013,No,0,
ATT07700,MEM0428,M014,Yes,4,18:30
ATT07701,MEM0428,M015,Yes,1,20:10
ATT07702,MEM0428,M016,Yes,1,19:45
ATT07703,MEM0428,M017,No,0,
ATT07704,MEM0428,M018,No,0,
ATT07705,MEM0429,M001,Yes,2,18:10
ATT07706,MEM0429,M002,Yes,2,19:55
ATT07707,MEM0429,M003,No,0,
ATT07708,MEM0429,M004,Yes,2,19:05
ATT07709,MEM0429,M005,Yes,2,20:55
ATT07710,MEM0429,M006,Yes,2,19:25
ATT07711,MEM0429,M007,Yes,2,18:30
ATT07712,MEM0429,M008,No,0,
ATT07713,MEM0429,M009,No,0,
ATT07714,MEM0429,M010,No,0,
ATT07715,MEM0429,M011,Yes,2,19:35
ATT07716,MEM0429,M012,No,0,
ATT07717,MEM0429,M013,No,0,
ATT07718,MEM0429,M014,Yes,2,18:00
ATT07719,MEM0429,M015,Yes,2,19:30
ATT07720,MEM0429,M016,Yes,2,18:05
ATT07721,MEM0429,M017,No,0,
ATT07722,MEM0429,M018,Yes,2,19:10
ATT07723,MEM0430,M001,Yes,2,19:55
ATT07724,MEM0430,M002,Yes,1,18:30
ATT07725,MEM0430,M003,Yes,1,19:45
ATT07726,MEM0430,M004,Yes,2,20:15
ATT07727,MEM0430,M005,Yes,1,18:30
ATT07728,MEM0430,M006,No,0,
ATT07729,MEM0430,M007,No,0,
ATT07730,MEM0430,M008,Yes,1,18:10
ATT07731,MEM0430,M009,Yes,1,18:40
ATT07732,MEM0430,M010,Yes,1,18:00
ATT07733,MEM0430,M011,Yes,2,20:00
ATT07734,MEM0430,M012,Yes,2,19:40
ATT07735,MEM0430,M013,Yes,1,20:20
ATT07736,MEM0430,M014,Yes,2,18:25
ATT07737,MEM0430,M015,Yes,2,19:35
ATT07738,MEM0430,M016,Yes,1,19:05
ATT07739,MEM0430,M017,Yes,1,20:40
ATT07740,MEM0430,M018,Yes,1,20:15
ATT07741,MEM0431,M001,Yes,4,18:50
ATT07742,MEM0431,M002,No,0,
ATT07743,MEM0431,M003,No,0,
ATT07744,MEM0431,M004,Yes,4,20:20
ATT07745,MEM0431,M005,No,0,
ATT07746,MEM0431,M006,Yes,4,18:55
ATT07747,MEM0431,M007,Yes,2,20:30
ATT07748,MEM0431,M008,Yes,4,19:20
ATT07749,MEM0431,M009,No,0,
ATT07750,MEM0431,M010,No,0,
ATT07751,MEM0431,M011,No,0,
ATT07752,MEM0431,M012,Yes,4,19:25
ATT07753,MEM0431,M013,No,0,
ATT07754,MEM0431,M014,Yes,4,19:55
ATT07755,MEM0431,M015,Yes,2,18:50
ATT07756,MEM0431,M016,No,0,
ATT07757,MEM0431,M017,Yes,2,20:45
ATT07758,MEM0431,M018,Yes,3,18:15
ATT07759,MEM0432,M001,Yes,2,20:05
ATT07760,MEM0432,M002,Yes,2,19:55
ATT07761,MEM0432,M003,Yes,2,19:55
ATT07762,MEM0432,M004,Yes,1,18:30
ATT07763,MEM0432,M005,No,0,
ATT07764,MEM0432,M006,Yes,1,20:25
ATT07765,MEM0432,M007,Yes,1,19:10
ATT07766,MEM0432,M008,Yes,1,19:00
ATT07767,MEM0432,M009,Yes,2,18:50
ATT07768,MEM0432,M010,Yes,1,18:10
ATT07769,MEM0432,M011,Yes,2,18:35
ATT07770,MEM0432,M012,Yes,1,20:45
ATT07771,MEM0432,M013,No,0,
ATT07772,MEM0432,M014,Yes,2,18:10
ATT07773,MEM0432,M015,No,0,
ATT07774,MEM0432,M016,Yes,1,19:00
ATT07775,MEM0432,M017,No,0,
ATT07776,MEM0432,M018,Yes,2,20:55
ATT07777,MEM0433,M001,No,0,
ATT07778,MEM0433,M002,Yes,3,19:30
ATT07779,MEM0433,M003,Yes,3,18:35
ATT07780,MEM0433,M004,Yes,3,19:25
ATT07781,MEM0433,M005,Yes,2,18:30
ATT07782,MEM0433,M006,Yes,2,19:50
ATT07783,MEM0433,M007,No,0,
ATT07784,MEM0433,M008,No,0,
ATT07785,MEM0433,M009,Yes,2,18:05
ATT07786,MEM0433,M010,Yes,2,18:20
ATT07787,MEM0433,M011,Yes,2,19:10
ATT07788,MEM0433,M012,Yes,3,19:10
ATT07789,MEM0433,M013,Yes,3,20:45
ATT07790,MEM0433,M014,Yes,3,19:45
ATT07791,MEM0433,M015,No,0,
ATT07792,MEM0433,M016,No,0,
ATT07793,MEM0433,M017,Yes,3,19:55
ATT07794,MEM0433,M018,Yes,3,19:50
ATT07795,MEM0434,M001,Yes,1,19:50
ATT07796,MEM0434,M002,Yes,1,18:55
ATT07797,MEM0434,M003,Yes,1,18:00
ATT07798,MEM0434,M004,Yes,1,18:30
ATT07799,MEM0434,M005,Yes,1,18:10
ATT07800,MEM0434,M006,Yes,1,19:05
ATT07801,MEM0434,M007,No,0,
ATT07802,MEM0434,M008,No,0,
ATT07803,MEM0434,M009,Yes,1,19:30
ATT07804,MEM0434,M010,Yes,1,19:10
ATT07805,MEM0434,M011,Yes,1,19:25
ATT07806,MEM0434,M012,Yes,1,18:45
ATT07807,MEM0434,M013,Yes,1,18:00
ATT07808,MEM0434,M014,Yes,1,18:50
ATT07809,MEM0434,M015,Yes,1,20:35
ATT07810,MEM0434,M016,No,0,
ATT07811,MEM0434,M017,Yes,1,18:35
ATT07812,MEM0434,M018,Yes,1,19:50
ATT07813,MEM0435,M001,Yes,2,18:10
ATT07814,MEM0435,M002,No,0,
ATT07815,MEM0435,M003,No,0,
ATT07816,MEM0435,M004,No,0,
ATT07817,MEM0435,M005,Yes,2,19:20
ATT07818,MEM0435,M006,No,0,
ATT07819,MEM0435,M007,Yes,2,18:25
ATT07820,MEM0435,M008,No,0,
ATT07821,MEM0435,M009,Yes,2,20:35
ATT07822,MEM0435,M010,No,0,
ATT07823,MEM0435,M011,No,0,
ATT07824,MEM0435,M012,Yes,2,19:30
ATT07825,MEM0435,M013,Yes,2,20:15
ATT07826,MEM0435,M014,Yes,2,18:10
ATT07827,MEM0435,M015,Yes,2,20:10
ATT07828,MEM0435,M016,Yes,2,18:10
ATT07829,MEM0435,M017,Yes,2,19:50
ATT07830,MEM0435,M018,Yes,2,19:50
ATT07831,MEM0436,M001,Yes,2,19:10
ATT07832,MEM0436,M002,No,0,
ATT07833,MEM0436,M003,No,0,
ATT07834,MEM0436,M004,Yes,2,18:35
ATT07835,MEM0436,M005,Yes,2,19:15
ATT07836,MEM0436,M006,Yes,3,19:50
ATT07837,MEM0436,M007,No,0,
ATT07838,MEM0436,M008,Yes,2,20:50
ATT07839,MEM0436,M009,No,0,
ATT07840,MEM0436,M010,No,0,
ATT07841,MEM0436,M011,No,0,
ATT07842,MEM0436,M012,No,0,
ATT07843,MEM0436,M013,Yes,2,19:35
ATT07844,MEM0436,M014,No,0,
ATT07845,MEM0436,M015,Yes,3,19:35
ATT07846,MEM0436,M016,Yes,2,18:35
ATT07847,MEM0436,M017,Yes,3,19:45
ATT07848,MEM0436,M018,Yes,3,19:50
ATT07849,MEM0437,M001,Yes,2,19:10
ATT07850,MEM0437,M002,No,0,
ATT07851,MEM0437,M003,Yes,2,19:45
ATT07852,MEM0437,M004,Yes,2,18:45
ATT07853,MEM0437,M005,Yes,2,18:10
ATT07854,MEM0437,M006,Yes,2,19:15
ATT07855,MEM0437,M007,No,0,
ATT07856,MEM0437,M008,Yes,2,19:00
ATT07857,MEM0437,M009,Yes,2,19:50
ATT07858,MEM0437,M010,Yes,2,19:30
ATT07859,MEM0437,M011,No,0,
ATT07860,MEM0437,M012,Yes,2,18:40
ATT07861,MEM0437,M013,Yes,2,19:40
ATT07862,MEM0437,M014,Yes,2,19:10
ATT07863,MEM0437,M015,No,0,
ATT07864,MEM0437,M016,Yes,2,18:50
ATT07865,MEM0437,M017,No,0,
ATT07866,MEM0437,M018,No,0,
ATT07867,MEM0438,M001,No,0,
ATT07868,MEM0438,M002,No,0,
ATT07869,MEM0438,M003,Yes,4,18:40
ATT07870,MEM0438,M004,Yes,4,19:55
ATT07871,MEM0438,M005,No,0,
ATT07872,MEM0438,M006,No,0,
ATT07873,MEM0438,M007,No,0,
ATT07874,MEM0438,M008,No,0,
ATT07875,MEM0438,M009,Yes,2,18:30
ATT07876,MEM0438,M010,No,0,
ATT07877,MEM0438,M011,Yes,2,19:10
ATT07878,MEM0438,M012,No,0,
ATT07879,MEM0438,M013,No,0,
ATT07880,MEM0438,M014,No,0,
ATT07881,MEM0438,M015,No,0,
ATT07882,MEM0438,M016,Yes,4,19:10
ATT07883,MEM0438,M017,No,0,
ATT07884,MEM0438,M018,No,0,
ATT07885,MEM0439,M001,No,0,
ATT07886,MEM0439,M002,Yes,1,18:55
ATT07887,MEM0439,M003,Yes,1,19:30
ATT07888,MEM0439,M004,No,0,
ATT07889,MEM0439,M005,No,0,
ATT07890,MEM0439,M006,Yes,1,19:40
ATT07891,MEM0439,M007,No,0,
ATT07892,MEM0439,M008,Yes,1,18:25
ATT07893,MEM0439,M009,No,0,
ATT07894,MEM0439,M010,Yes,1,18:35
ATT07895,MEM0439,M011,No,0,
ATT07896,MEM0439,M012,No,0,
ATT07897,MEM0439,M013,Yes,1,18:20
ATT07898,MEM0439,M014,Yes,1,20:55
ATT07899,MEM0439,M015,No,0,
ATT07900,MEM0439,M016,No,0,
ATT07901,MEM0439,M017,No,0,
ATT07902,MEM0439,M018,Yes,1,18:05
ATT07903,MEM0440,M001,Yes,3,18:20
ATT07904,MEM0440,M002,No,0,
ATT07905,MEM0440,M003,No,0,
ATT07906,MEM0440,M004,Yes,4,19:10
ATT07907,MEM0440,M005,Yes,3,18:15
ATT07908,MEM0440,M006,Yes,4,19:45
ATT07909,MEM0440,M007,No,0,
ATT07910,MEM0440,M008,No,0,
ATT07911,MEM0440,M009,Yes,2,18:55
ATT07912,MEM0440,M010,No,0,
ATT07913,MEM0440,M011,Yes,4,19:55
ATT07914,MEM0440,M012,Yes,3,19:00
ATT07915,MEM0440,M013,Yes,4,19:10
ATT07916,MEM0440,M014,Yes,3,18:10
ATT07917,MEM0440,M015,Yes,4,20:25
ATT07918,MEM0440,M016,Yes,2,19:50
ATT07919,MEM0440,M017,Yes,4,18:00
ATT07920,MEM0440,M018,Yes,2,19:25
ATT07921,MEM0441,M001,Yes,4,19:35
ATT07922,MEM0441,M002,Yes,3,19:40
ATT07923,MEM0441,M003,Yes,2,19:50
ATT07924,MEM0441,M004,No,0,
ATT07925,MEM0441,M005,Yes,4,18:25
ATT07926,MEM0441,M006,No,0,
ATT07927,MEM0441,M007,No,0,
ATT07928,MEM0441,M008,Yes,3,19:10
ATT07929,MEM0441,M009,Yes,3,19:10
ATT07930,MEM0441,M010,Yes,2,20:40
ATT07931,MEM0441,M011,Yes,2,18:05
ATT07932,MEM0441,M012,No,0,
ATT07933,MEM0441,M013,Yes,4,19:00
ATT07934,MEM0441,M014,Yes,2,19:00
ATT07935,MEM0441,M015,Yes,2,20:35
ATT07936,MEM0441,M016,No,0,
ATT07937,MEM0441,M017,Yes,2,20:05
ATT07938,MEM0441,M018,Yes,4,19:40
ATT07939,MEM0442,M001,Yes,4,18:50
ATT07940,MEM0442,M002,No,0,
ATT07941,MEM0442,M003,No,0,
ATT07942,MEM0442,M004,No,0,
ATT07943,MEM0442,M005,Yes,4,19:50
ATT07944,MEM0442,M006,Yes,3,19:50
ATT07945,MEM0442,M007,No,0,
ATT07946,MEM0442,M008,Yes,4,19:55
ATT07947,MEM0442,M009,Yes,4,19:05
ATT07948,MEM0442,M010,Yes,4,18:20
ATT07949,MEM0442,M011,Yes,2,19:10
ATT07950,MEM0442,M012,No,0,
ATT07951,MEM0442,M013,Yes,4,19:00
ATT07952,MEM0442,M014,Yes,3,20:15
ATT07953,MEM0442,M015,No,0,
ATT07954,MEM0442,M016,No,0,
ATT07955,MEM0442,M017,Yes,4,20:10
ATT07956,MEM0442,M018,Yes,3,20:10
ATT07957,MEM0443,M001,Yes,1,19:20
ATT07958,MEM0443,M002,Yes,1,18:25
ATT07959,MEM0443,M003,No,0,
ATT07960,MEM0443,M004,No,0,
ATT07961,MEM0443,M005,Yes,1,20:35
ATT07962,MEM0443,M006,No,0,
ATT07963,MEM0443,M007,No,0,
ATT07964,MEM0443,M008,Yes,1,19:40
ATT07965,MEM0443,M009,No,0,
ATT07966,MEM0443,M010,No,0,
ATT07967,MEM0443,M011,Yes,1,18:50
ATT07968,MEM0443,M012,Yes,1,19:55
ATT07969,MEM0443,M013,Yes,1,19:05
ATT07970,MEM0443,M014,No,0,
ATT07971,MEM0443,M015,Yes,1,19:15
ATT07972,MEM0443,M016,Yes,1,18:20
ATT07973,MEM0443,M017,Yes,1,18:30
ATT07974,MEM0443,M018,Yes,1,19:00
ATT07975,MEM0444,M001,Yes,4,19:55
ATT07976,MEM0444,M002,Yes,4,18:30
ATT07977,MEM0444,M003,Yes,4,18:25
ATT07978,MEM0444,M004,Yes,4,19:25
ATT07979,MEM0444,M005,No,0,
ATT07980,MEM0444,M006,Yes,4,18:05
ATT07981,MEM0444,M007,No,0,
ATT07982,MEM0444,M008,No,0,
ATT07983,MEM0444,M009,Yes,4,18:50
ATT07984,MEM0444,M010,Yes,2,19:05
ATT07985,MEM0444,M011,Yes,4,20:45
ATT07986,MEM0444,M012,Yes,4,19:10
ATT07987,MEM0444,M013,Yes,4,20:15
ATT07988,MEM0444,M014,No,0,
ATT07989,MEM0444,M015,No,0,
ATT07990,MEM0444,M016,Yes,4,18:00
ATT07991,MEM0444,M017,No,0,
ATT07992,MEM0444,M018,No,0,
ATT07993,MEM0445,M001,Yes,3,18:25
ATT07994,MEM0445,M002,No,0,
ATT07995,MEM0445,M003,Yes,3,18:00
ATT07996,MEM0445,M004,No,0,
ATT07997,MEM0445,M005,No,0,
ATT07998,MEM0445,M006,No,0,
ATT07999,MEM0445,M007,No,0,
ATT08000,MEM0445,M008,No,0,
ATT08001,MEM0445,M009,Yes,2,20:05
ATT08002,MEM0445,M010,No,0,
ATT08003,MEM0445,M011,Yes,3,18:55
ATT08004,MEM0445,M012,Yes,3,18:55
ATT08005,MEM0445,M013,Yes,3,18:40
ATT08006,MEM0445,M014,No,0,
ATT08007,MEM0445,M015,Yes,3,18:30
ATT08008,MEM0445,M016,Yes,3,19:05
ATT08009,MEM0445,M017,Yes,3,19:00
ATT08010,MEM0445,M018,Yes,3,18:30
ATT08011,MEM0446,M001,Yes,1,18:40
ATT08012,MEM0446,M002,No,0,
ATT08013,MEM0446,M003,No,0,
ATT08014,MEM0446,M004,No,0,
ATT08015,MEM0446,M005,Yes,1,18:40
ATT08016,MEM0446,M006,Yes,1,19:55
ATT08017,MEM0446,M007,Yes,1,19:45
ATT08018,MEM0446,M008,No,0,
ATT08019,MEM0446,M009,No,0,
ATT08020,MEM0446,M010,No,0,
ATT08021,MEM0446,M011,Yes,1,20:05
ATT08022,MEM0446,M012,Yes,1,19:10
ATT08023,MEM0446,M013,Yes,1,18:15
ATT08024,MEM0446,M014,No,0,
ATT08025,MEM0446,M015,No,0,
ATT08026,MEM0446,M016,Yes,1,18:40
ATT08027,MEM0446,M017,No,0,
ATT08028,MEM0446,M018,No,0,
ATT08029,MEM0447,M001,Yes,2,18:35
ATT08030,MEM0447,M002,Yes,1,19:15
ATT08031,MEM0447,M003,Yes,2,20:45
ATT08032,MEM0447,M004,Yes,1,19:35
ATT08033,MEM0447,M005,No,0,
ATT08034,MEM0447,M006,Yes,2,19:15
ATT08035,MEM0447,M007,Yes,2,18:20
ATT08036,MEM0447,M008,No,0,
ATT08037,MEM0447,M009,Yes,2,20:00
ATT08038,MEM0447,M010,No,0,
ATT08039,MEM0447,M011,No,0,
ATT08040,MEM0447,M012,Yes,2,19:55
ATT08041,MEM0447,M013,Yes,2,20:35
ATT08042,MEM0447,M014,No,0,
ATT08043,MEM0447,M015,Yes,1,18:05
ATT08044,MEM0447,M016,Yes,2,18:30
ATT08045,MEM0447,M017,Yes,2,18:40
ATT08046,MEM0447,M018,Yes,1,19:25
ATT08047,MEM0448,M001,No,0,
ATT08048,MEM0448,M002,No,0,
ATT08049,MEM0448,M003,Yes,12,20:45
ATT08050,MEM0448,M004,No,0,
ATT08051,MEM0448,M005,No,0,
ATT08052,MEM0448,M006,No,0,
ATT08053,MEM0448,M007,No,0,
ATT08054,MEM0448,M008,No,0,
ATT08055,MEM0448,M009,Yes,6,20:40
ATT08056,MEM0448,M010,No,0,
ATT08057,MEM0448,M011,No,0,
ATT08058,MEM0448,M012,No,0,
ATT08059,MEM0448,M013,No,0,
ATT08060,MEM0448,M014,Yes,12,19:10
ATT08061,MEM0448,M015,No,0,
ATT08062,MEM0448,M016,No,0,
ATT08063,MEM0448,M017,No,0,
ATT08064,MEM0448,M018,Yes,2,18:40
ATT08065,MEM0449,M001,No,0,
ATT08066,MEM0449,M002,No,0,
ATT08067,MEM0449,M003,No,0,
ATT08068,MEM0449,M004,Yes,4,18:55
ATT08069,MEM0449,M005,No,0,
ATT08070,MEM0449,M006,No,0,
ATT08071,MEM0449,M007,No,0,
